"RID";"FD";"TD";"KEY";"TP_CDR";"TP_CDR2";"GPRS_UNION";"GEN_TAP_MODE";"TRANSIT_START";"TRANSIT_END";"TRANSIT_PERIOD";"TAP_NOTIFICATION";"TASK_RID";"NUMBER_TYPES"
4953;1546300800;1609459199;"24058.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4952;1609459200;4070908800;"24058.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4103;1546300800;1609459199;"24059.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4102;1609459200;4070908800;"24059.2";1775;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6597;1546300800;4070908800;"24060.2";463;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4337;1546300800;1609459199;"24061.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4336;1609459200;4070908800;"24061.2";1892;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5430;1651363200;4070908800;"24062.1";1813;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4200;1546300800;1609459199;"24062.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
5431;1609459200;1651363199;"24062.2";1813;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4198;1546300800;1609459199;"24063.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4197;1609459200;4070908800;"24063.2";1813;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5114;1638316800;4070908800;"24064.1";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4210;1546300800;1609459199;"24064.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
5115;1609459200;1638316799;"24064.2";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4919;1546300800;1609459199;"24065.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4918;1609459200;4070908800;"24065.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2925;1546300800;1577836800;"24066.2";484;;;1;"01:00";"23:59";720;720;;
3867;1609459200;4070908800;"24066.2";1490;463;1;1;"00:00";"23:59";720;720;1029260;"1,2,3"
4647;1546300800;1609459199;"24067.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5856;1609459200;1672531199;"24067.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5930;1672531200;4070908800;"24067.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2935;1546300800;1577836800;"24068.2";484;;;1;"01:00";"23:59";720;720;;
3854;1609459200;4070908800;"24068.2";463;;1;1;"00:00";"23:59";720;720;1029247;"1,2,3"
2941;1546300800;1577836800;"24069.2";484;;;1;"01:00";"23:59";720;720;;
3416;1609459200;4070908800;"24069.2";1490;463;1;1;"00:00";"23:59";720;720;1028701;"1,2,3"
4982;1546300800;1609459199;"24070.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4981;1609459200;4070908800;"24070.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4889;1546300800;1609459199;"24071.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4888;1609459200;4070908800;"24071.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4937;1546300800;1609459199;"24072.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4936;1609459200;4070908800;"24072.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
5112;1638316800;4070908800;"24073.1";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4212;1546300800;1609459199;"24073.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
5113;1609459200;1638316799;"24073.2";1817;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4639;1546300800;1609459199;"24074.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5860;1609459200;1672531199;"24074.2";2091;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5939;1672531200;4070908800;"24074.2";2091;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4239;1546300800;1609459199;"24075.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4238;1609459200;4070908800;"24075.2";1834;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4871;1546300800;1609459199;"24076.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4870;1609459200;4070908800;"24076.2";2251;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2904;1561939200;1597388838;"24146.1";665;463;0;1;"00:00";"23:59";720;720;;"1,2,3"
3893;1581465600;1609459199;"24146.2";665;463;0;2;"00:00";"23:59";720;720;;"1,2,3"
3892;1609459200;4070908800;"24146.2";1698;463;1;1;"01:00";"23:59";720;720;1029292;"1,2,3"
1965;1572566400;4070908800;"24167.1";783;483;1;2;"01:00";"23:59";720;;;"1,2,3"
2023;1575158400;4070908800;"24186.2";843;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4273;1577836800;1617235199;"24206.1";943;483;0;1;"01:00";"23:59";720;720;;"1,2,3"
4310;1617235200;4070908800;"24206.1";943;;1;2;;;;;;"1,2,3"
4272;1617235200;4070908800;"24206.2";943;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2905;1580083200;1597388958;"24229.1";484;;0;1;"00:00";"23:59";720;720;;"1,2,3"
6124;1609459200;4070908800;"24229.2";2133;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3370;1579478400;1595203199;"24246.2";484;;0;2;;;;720;;"1,2,3"
3875;1595203200;1614556799;"24246.2";1437;463;0;2;;;;720;1028546;"1,2,3"
3874;1614556800;4070908800;"24246.2";1437;463;1;1;"00:00";"23:59";720;720;1029267;"1,2,3"
6603;1580083200;4070908800;"24266.2";463;;1;2;"00:00";"23:59";720;720;;"1,2,3"
3444;1580428800;1596239999;"24286.1";484;;0;2;"00:00";"23:59";720;720;;"1,2,3"
3443;1596240000;4070908800;"24286.1";1495;463;1;2;"00:00";"23:59";720;720;1028727;"1,2,3"
3566;1598918400;1612137599;"30686.1";863;;1;1;"00:00";"23:59";60;720;;"1,2,3"
4290;1612137600;4070908800;"30686.1";863;;1;2;;;;720;1029033;"1,2,3"
4531;1625097600;4070908800;"30686.2";1991;863;1;1;"01:00";"23:59";720;720;;"1,2,3"
4218;1609459200;4070908800;"30708.1";1820;483;1;2;;;;720;;"1,2,3"
4217;1609459200;4070908800;"30708.2";1820;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3324;1605225600;1605657545;"30794.1";485;;0;1;"00:00";"23:59";720;720;1028505;"1,2,3"
4137;1605657600;1609459199;"30794.2";485;;0;2;;;;720;1028506;"1,2,3"
4287;1609459200;1617235199;"30794.2";1794;483;0;1;;;;720;1028506;"1,2,3"
4286;1617235200;4070908800;"30794.2";1794;483;1;1;"00:00";"23:59";720;720;1028506;"1,2,3"
4289;1609459200;4070908800;"30827.2";1791;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4285;1606780800;1617235199;"30867.2";1692;463;0;1;;;;720;1029251;"1,2,3"
4284;1617235200;4070908800;"30867.2";1692;463;1;1;"00:00";"23:59";720;720;1029251;"1,2,3"
3999;1609459200;4070908800;"30927.2";483;;1;1;"00:00";"23:59";720;720;1029377;"1,2,3"
3534;1609459200;1612137600;"30987.1";463;;0;2;;;;720;1028844;"1,2,3"
3530;1612224000;4070908800;"30987.1";1510;463;1;2;;;;720;1028948;"1,2,3"
3535;1612137600;1612137600;"30987.2";1510;463;0;1;"02:00";"23:59";720;720;1028947;"1,2,3"
3489;1609459200;1612137599;"30988.1";463;;0;2;;;;720;1028861;"1,2,3"
3490;1612137600;4070908800;"30988.1";1511;463;1;2;;;;720;1028862;"1,2,3"
4075;1614556800;1620086399;"31067.1";483;;0;2;;;;720;1029335;"1,2,3"
4074;1620086400;4070908800;"31067.2";1751;483;1;1;"00:00";"23:59";720;720;1029335;"1,2,3"
4331;1622505600;4070908800;"31187.1";1451;483;1;2;;;;720;;"1,2,3"
6117;1609459200;4070908800;"31327.1";1451;483;1;2;;;;720;;"1,2,3"
6118;1609459200;1609459200;"31327.1";1451;483;0;2;;;;720;;"1,2,3"
5870;1667779200;1668470400;"31327.2";1451;483;0;1;"01:00";"23:59";720;720;;"1,2,3"
5151;1635724800;4070908800;"31358.1";1493;483;1;2;;;;720;;"1,2,3"
5178;1638316800;1639526399;"31359.1";463;;1;2;;;;;;"1,2,3"
5411;1639526400;1647993599;"31359.1";2295;463;1;2;;;;720;;"1,2,3"
5410;1647993600;4070908800;"31359.2";2295;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6125;1638316800;4070908800;"31387.1";1794;483;1;2;;;;720;;"1,2,3"
5192;1639526400;4070908800;"31387.2";1794;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5597;1635724800;1655337599;"31399.1";1493;463;1;2;;;;720;;"1,2,3"
5872;1655337600;1667260799;"31399.2";1493;463;1;2;;;;720;;"1,2,3"
5871;1667260800;4070908800;"31399.2";1493;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
5212;1640563200;4070908800;"31474.2";1494;483;1;1;"00:00";"23:59";720;;;"1,2,3"
5672;1577836800;1659311999;"31528.1";463;463;1;2;;;;;;"1,2,3"
5671;1659312000;4070908800;"31528.1";1491;463;1;2;;;;;;"1,2,3"
5690;1659657600;4070908800;"31528.2";1491;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
5350;1643068800;1646092799;"32627.1";463;;1;2;;;;720;;"1,2,3"
5391;1646092800;1647820799;"32627.1";2133;463;1;2;;;;720;;"1,2,3"
5390;1647820800;4070908800;"32627.2";2133;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6311;1675209600;1696377599;"33147.1";485;;1;2;;;;;;"1,2,3"
6590;1696377600;4070908800;"33147.2";1836;483;1;1;"00:00";"23:59";720;;;"1,2,3"
6630;1678924800;4070908800;"33187.1";483;;1;2;;;;;;"1,2,3"
6131;1685622600;1691971199;"33267.1";2491;863;1;2;;;;720;;"1,2,3"
6210;1691971200;4070908800;"33267.2";2491;863;1;1;"01:00";"23:59";720;720;;"1,2,3"
6430;1701129600;1701388799;"33469.1";2591;;0;2;;;;;;"1,2,3"
6751;1701388801;1711929599;"33469.1";2613;863;1;2;;;;;;"1,2,3"
6770;1711929600;4070908800;"33469.2";2613;863;1;1;"00:00";"23:59";720;;;"1,2,3"
6632;1704758400;4070908800;"33528.2";2672;483;0;1;"01:00";"23:59";720;720;;"1,2,3"
272;1504224000;1507247999;"4414.1";364;;0;2;;;;;;"1,2,3"
2903;1507248000;1597388605;"4414.1";485;;0;2;;;;;;"1,2,3"
266;1498867200;1504223999;"4414.2";364;;0;1;"10:00";"18:00";15;;;"1,2,3"
4090;1609459200;4070908800;"4414.2";1771;1772;1;1;"01:00";"23:59";720;720;;"1,2,3"
3498;1546300800;1609459199;"4427.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
3528;1609459200;1612137599;"4427.2";1532;484;0;2;"01:00";"23:59";720;720;1028885;"1,2,3"
6811;1612137600;1713398399;"4427.2";1532;484;1;1;"01:00";"23:59";360;360;1028969;"1,2,3"
6810;1713398400;4070908800;"4427.2";1532;484;1;1;"01:00";"23:59";720;720;1028969;"1,2,3"
5211;1585699200;1640995199;"4586.2";1264;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5333;1640995200;1643673599;"4586.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5332;1643673600;4070908800;"4586.2";1264;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3956;1609459200;1614556799;"4600.1";1490;463;0;1;"00:00";"23:59";720;720;1028694;"1,2,3"
6730;1614556800;4070908800;"4600.1";1490;463;1;1;"00:00";"23:59";720;;1029511;"1,2,3"
3955;1614556800;4070908800;"4600.2";1490;463;1;1;"00:00";"23:59";720;720;1029340;"1,2,3"
3879;1609459200;1614556799;"4606.2";1490;463;0;2;;;;;1028697;"1,2,3"
3885;1614556800;1616111999;"4606.2";1490;463;0;1;"00:00";"23:59";120;720;1029278;"1,2,3"
4031;1616112000;1617235199;"4606.2";1490;463;0;1;"00:00";"23:59";240;720;1029287;"1,2,3"
4030;1617235200;4070908800;"4606.2";1490;463;1;1;"00:00";"23:59";240;720;1029472;"1,2,3"
4282;1609459200;1617235199;"4612.2";1791;483;0;1;;;;;;"1,2,3"
4281;1617235200;4070908800;"4612.2";1791;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
270;1504224000;1507247999;"4625.1";384;;0;2;;;;;;"1,2,3"
2364;1507248000;1577836799;"4625.1";485;;0;2;;;;;;"1,2,3"
2524;1577836800;1591142399;"4625.1";984;483;0;2;;;;;;"1,2,3"
268;1483228800;1504223999;"4625.2";384;;0;1;"00:00";"23:59";5;;;"1,2,3"
2523;1588291200;4070908800;"4625.2";984;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5033;1583020800;1627775999;"4664.1";1346;863;1;2;;;;;;"1,2,3"
5631;1627776000;1657583999;"4664.2";1346;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
5630;1657584000;4070908800;"4664.2";1346;863;1;1;"00:00";"23:59";15;15;;"1,2,3"
2768;1577836800;1585699199;"4666.1";863;;0;1;"00:00";"23:59";720;720;;"1,2,3"
2784;1585699200;1593561599;"4666.1";1223;863;0;1;"00:00";"23:59";720;720;;"1,2,3"
2859;1593561600;1596758399;"4666.2";1223;863;0;1;"00:00";"23:59";120;120;;"1,2,3"
3154;1596758400;1598918399;"4666.2";1223;863;0;1;"00:00";"23:59";720;720;;"1,2,3"
6370;1598918400;1701388800;"4666.2";1223;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
284;1496275200;1514764799;"4667.1";386;;0;2;;;;;;"1,2,3"
304;1514764800;1521590399;"4667.1";386;;0;1;"00:00";"23:45";15;;;"1,2,3"
3103;1521590400;1577836800;"4667.1";386;;0;1;"00:00";"23:45";5;;;"1,2,3"
6116;1609459200;4070908800;"4686.2";2078;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4875;1501545600;1609459199;"4706.2";384;;1;2;"10:00";"11:00";600;;;
4874;1609459200;4070908800;"4706.2";2252;2253;1;2;"10:00";"11:00";600;;;"1,2,3"
264;1501545600;1506988799;"4707.2";443;463;0;1;"00:00";"23:59";5;;;"1,2,3"
1897;1506988800;1559347199;"4707.2";443;463;0;1;"00:00";"23:59";720;;;"1,2,3"
1896;1559347200;4070908800;"4707.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
6112;1609459200;1672531199;"4766.2";2051;463;0;1;"01:00";"23:59";720;720;;"1,2,3"
6111;1672531200;4070908800;"4766.2";2051;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4192;1609459200;4070908800;"4768.2";1811;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3254;1514764800;1601510399;"4786.2";543;463;0;2;"00:00";"23:59";720;;;"3,2,1"
3812;1601510400;4070908800;"4786.2";543;463;1;1;"00:00";"23:59";180;720;1029202;"1,2,3"
2244;1543536000;1546300799;"4826.2";583;;0;1;"00:00";"23:59";720;;;
2343;1546300800;4070908800;"4826.2";583;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
404;1543622400;1546300799;"4846.2";643;;0;1;"00:00";"23:59";720;;;"1,2,3"
3996;1546300800;1609459199;"4846.2";643;483;0;1;"00:00";"23:59";720;;;"1,2,3"
3995;1609459200;4070908800;"4846.2";643;483;1;1;"00:00";"23:59";720;720;1029375;"1,2,3"
