"RID";"FD";"TD";"KEY";"TP_CDR";"TP_CDR2";"GPRS_UNION";"GEN_TAP_MODE";"TRANSIT_START";"TRANSIT_END";"TRANSIT_PERIOD";"TAP_NOTIFICATION";"TASK_RID";"NUMBER_TYPES"
3764;1609459200;4070908800;"22869.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6618;1657843200;4070908800;"22870.1";483;;1;2;;;;;;"1,2,3"
2136;1546300800;1583020799;"22870.2";484;;;1;"01:00";"23:59";720;720;;
5587;1583020800;1657843199;"22870.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4453;1546300800;1609459199;"22871.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4452;1609459200;4070908800;"22871.2";1952;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6091;1690761600;4070908800;"22872.1";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4897;1546300800;1609459199;"22872.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
6092;1609459200;1690761599;"22872.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2996;1546300800;1585699199;"22873.2";484;;;1;"01:00";"23:59";720;720;;
2995;1585699200;4070908800;"22873.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3643;1546300800;1609459199;"22874.2";484;;;2;"01:00";"23:59";720;720;;
3642;1609459200;4070908800;"22874.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3205;1546300800;1598918399;"22875.2";484;;;2;"01:00";"23:59";720;720;;
4055;1598918400;1609459199;"22875.2";1410;1083;0;1;"01:00";"23:59";720;720;1028482;"1,2,3"
4054;1609459200;4070908800;"22875.2";1410;1083;1;1;"01:00";"23:59";240;720;1029523;"1,2,3"
2724;1546300800;1588291199;"22876.2";484;;;1;"01:00";"23:59";720;720;;
2723;1588291200;4070908800;"22876.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3016;1546300800;1585699199;"22877.2";484;;;1;"01:00";"23:59";720;720;;
3015;1585699200;4070908800;"22877.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4909;1546300800;1609459199;"22878.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
6090;1609459200;1690847999;"22878.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6110;1690848000;4070908800;"22878.2";2532;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2844;1546300800;1585699199;"22879.2";484;;;1;"01:00";"23:59";720;720;;
2843;1585699200;4070908800;"22879.2";1263;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2710;1546300800;1588291199;"22880.2";484;;;1;"01:00";"23:59";720;720;;
2709;1588291200;4070908800;"22880.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4227;1619827200;4070908800;"22881.1";1751;;1;2;;;;720;;"1,2,3"
3787;1546300800;1609459199;"22881.2";484;;;2;"01:00";"23:59";720;720;;
4073;1609459200;1619827199;"22881.2";483;;;1;"01:00";"23:59";720;720;;"1,2,3"
4226;1619827200;4070908800;"22881.2";1751;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4501;1546300800;1609459199;"22882.2";484;;;2;"01:00";"23:59";720;720;;
4500;1609459200;4070908800;"22882.2";1973;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3891;1546300800;1612137599;"22883.2";484;;;2;"01:00";"23:59";720;720;;
3890;1612137600;4070908800;"22883.2";1697;483;1;1;"00:00";"23:59";720;720;1029291;"1,2,3"
4353;1546300800;1609459199;"22884.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4352;1609459200;4070908800;"22884.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2272;1546300800;1577836799;"22885.2";484;;;1;"01:00";"23:59";720;720;;
3362;1577836800;4070908800;"22885.2";945;463;1;1;"01:00";"23:59";720;720;1028541;"1,2,3"
2506;1546300800;1590969599;"22886.2";484;;;1;"01:00";"23:59";720;720;;
2505;1590969600;4070908800;"22886.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1284;1546300800;4070908800;"22887.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3262;1546300800;1593561599;"22888.2";484;;;2;"01:00";"23:59";720;720;;
3261;1593561600;4070908800;"22888.2";1389;483;1;1;"01:00";"23:59";720;720;1028348;"1,2,3"
4357;1546300800;1609459199;"22889.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4356;1609459200;4070908800;"22889.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4280;1546300800;1609459199;"22890.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4279;1609459200;4070908800;"22890.2";1854;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3759;1546300800;1609459199;"22891.2";484;;;2;"01:00";"23:59";720;720;;
3758;1609459200;4070908800;"22891.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1289;1546300800;4070908800;"22892.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3353;1546300800;1593561599;"22893.2";484;;;2;"01:00";"23:59";720;720;;
3352;1593561600;4070908800;"22893.2";1431;483;1;1;"01:00";"23:59";720;720;1028530;"1,2,3"
1917;1546300800;1559347199;"22894.2";484;;;1;"01:00";"23:59";720;720;;
1916;1559347200;4070908800;"22894.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3359;1546300800;1593561599;"22895.2";484;;;2;"01:00";"23:59";720;720;;
3358;1593561600;4070908800;"22895.2";1433;483;1;1;"01:00";"23:59";720;720;1028539;"1,2,3"
3556;1546300800;1601510399;"22896.2";484;;;2;"01:00";"23:59";720;720;;
3555;1601510400;4070908800;"22896.2";1613;463;1;1;"01:00";"23:59";720;720;1028996;"1,2,3"
3258;1546300800;1593561599;"22897.2";484;;;2;"01:00";"23:59";720;720;;
3257;1593561600;4070908800;"22897.2";1389;483;1;1;"01:00";"23:59";720;720;1028346;"1,2,3"
2714;1546300800;1588291199;"22898.2";484;;;1;"01:00";"23:59";720;720;;
2713;1588291200;4070908800;"22898.2";1203;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4220;1546300800;1609459199;"22899.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4219;1609459200;4070908800;"22899.2";1820;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4451;1546300800;1609459199;"22900.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4450;1609459200;4070908800;"22900.2";1951;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5179;1643673600;4070908800;"22901.1";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4151;1546300800;1609459199;"22901.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
5180;1609459200;1643673599;"22901.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1889;1546300800;1559347199;"22902.2";484;;;1;"01:00";"23:59";720;720;;
1888;1559347200;4070908800;"22902.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4915;1546300800;1609459199;"22903.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4914;1609459200;4070908800;"22903.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3695;1546300800;1609459199;"22904.2";484;;;2;"01:00";"23:59";720;720;;
3694;1609459200;4070908800;"22904.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4145;1546300800;1609459199;"22905.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4144;1609459200;4070908800;"22905.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3018;1546300800;1585699199;"22906.2";484;;;1;"01:00";"23:59";720;720;;
3017;1585699200;4070908800;"22906.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2566;1546300800;1583020799;"22907.2";484;;;1;"01:00";"23:59";720;720;;
2565;1583020800;4070908800;"22907.2";1104;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1305;1546300800;4070908800;"22908.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4511;1546300800;1609459199;"22909.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4510;1609459200;4070908800;"22909.2";1976;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3132;1546300800;1583020799;"22910.2";484;;;1;"01:00";"23:59";720;720;;
3207;1583020800;1598918399;"22910.2";1347;863;0;2;;;;720;;"1,2,3"
3206;1598918400;4070908800;"22910.2";1347;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
1907;1546300800;1559347199;"22911.2";484;;;1;"01:00";"23:59";720;720;;
1906;1559347200;4070908800;"22911.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
4375;1546300800;1609459199;"22912.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4374;1609459200;4070908800;"22912.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3747;1546300800;1609459199;"22913.2";484;;;2;"01:00";"23:59";720;720;;
3746;1609459200;4070908800;"22913.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3887;1546300800;1612137599;"22914.2";484;;;2;"01:00";"23:59";720;720;;
3886;1612137600;4070908800;"22914.2";1697;483;1;1;"01:00";"23:59";720;720;1029289;"1,2,3"
4120;1546300800;1609459199;"22915.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4119;1609459200;4070908800;"22915.2";1791;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3689;1546300800;1609459199;"22916.2";484;;;2;"01:00";"23:59";720;720;;
3688;1609459200;4070908800;"22916.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4503;1546300800;1609459199;"22917.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4502;1609459200;4070908800;"22917.2";1974;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4673;1546300800;1609459199;"22918.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4672;1609459200;4070908800;"22918.2";2112;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2834;1546300800;1585699199;"22919.2";484;;;1;"01:00";"23:59";720;720;;
2833;1585699200;4070908800;"22919.2";1246;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1905;1546300800;1559347199;"22920.2";484;;;1;"01:00";"23:59";720;720;;
5951;1559347200;1672531199;"22920.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
5950;1672531200;4070908800;"22920.2";443;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4883;1546300800;1609459199;"22921.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
6491;1609459200;1704067199;"22921.2";805;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
6490;1704067200;4070908800;"22921.2";1717;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
2998;1546300800;1585699199;"22922.2";484;;;1;"01:00";"23:59";720;720;;
2997;1585699200;4070908800;"22922.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4359;1546300800;1609459199;"22923.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4358;1609459200;4070908800;"22923.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
5012;1546300800;1609459199;"22924.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5011;1609459200;4070908800;"22924.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3723;1546300800;1609459199;"22925.2";484;;;2;"01:00";"23:59";720;720;;
3722;1609459200;4070908800;"22925.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4571;1546300800;1609459199;"22926.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4570;1609459200;4070908800;"22926.2";2031;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3550;1546300800;1601510399;"22927.2";484;;;2;"01:00";"23:59";720;720;;
3549;1601510400;4070908800;"22927.2";1613;463;1;1;"01:00";"23:59";720;720;1028993;"1,2,3"
4907;1546300800;1609459199;"22928.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4906;1609459200;4070908800;"22928.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
2270;1546300800;1577836799;"22929.2";484;;;1;"01:00";"23:59";720;720;;
2269;1577836800;4070908800;"22929.2";944;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3428;1546300800;1609459199;"22930.2";484;;;2;"01:00";"23:59";720;720;;
5173;1609459200;1639526399;"22930.2";483;;1;1;"01:00";"23:59";720;720;1028711;"1,2,3"
5172;1639526400;4070908800;"22930.2";2292;483;1;1;"01:00";"23:59";720;720;1028711;"1,2,3"
3026;1546300800;1585699199;"22931.2";484;;;1;"01:00";"23:59";720;720;;
3033;1585699200;4070908800;"22931.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3921;1546300800;1609459199;"22932.2";484;;;2;"01:00";"23:59";720;720;;
3920;1609459200;4070908800;"22932.2";1714;463;1;1;"01:00";"23:59";720;720;1029317;"1,2,3"
4157;1546300800;1609459199;"22933.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4156;1609459200;4070908800;"22933.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3365;1546300800;1593561599;"22934.2";484;;;2;"01:00";"23:59";720;720;;
3364;1593561600;4070908800;"22934.2";1435;463;1;1;"01:00";"23:59";720;720;1028543;"1,2,3"
4891;1546300800;1609459199;"22935.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4890;1609459200;4070908800;"22935.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6334;1700438400;4070908800;"22936.1";1144;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2606;1546300800;1585699199;"22936.2";484;;;1;"01:00";"23:59";720;720;;
6335;1585699200;1700438399;"22936.2";1144;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6595;1700438400;4070908800;"22937.1";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6333;1546300800;1700438399;"22937.2";484;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1335;1546300800;4070908800;"22938.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2564;1546300800;1580515199;"22939.2";484;;;1;"01:00";"23:59";720;720;;
2583;1580515200;4070908800;"22939.2";1103;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
2804;1546300800;1585699199;"22940.2";484;;;1;"01:00";"23:59";720;720;;
2803;1585699200;4070908800;"22940.2";1243;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6627;1657843200;4070908800;"22941.1";483;;1;2;;;;;;"1,2,3"
2134;1546300800;1583020799;"22941.2";484;;;1;"01:00";"23:59";720;720;;
5585;1583020800;1657843199;"22941.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4905;1546300800;1609459199;"22942.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4904;1609459200;4070908800;"22942.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3800;1546300800;1609459199;"22943.2";484;;;2;"01:00";"23:59";720;720;;
3799;1609459200;4070908800;"22943.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3256;1546300800;1593561599;"22944.2";484;;;2;"01:00";"23:59";720;720;;
3255;1593561600;4070908800;"22944.2";1388;483;1;1;"01:00";"23:59";720;720;1028345;"1,2,3"
4913;1546300800;1609459199;"22945.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4912;1609459200;4070908800;"22945.2";483;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4341;1546300800;1609459199;"22946.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4340;1609459200;4070908800;"22946.2";1894;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3749;1546300800;1609459199;"22947.2";484;;;2;"01:00";"23:59";720;720;;
3748;1609459200;4070908800;"22947.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4535;1546300800;1609459199;"22948.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4534;1609459200;4070908800;"22948.2";1993;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4389;1546300800;1609459199;"22949.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4388;1609459200;4070908800;"22949.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6670;1709251200;4070908800;"22950.1";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3777;1546300800;1609459199;"22950.2";484;;;2;"01:00";"23:59";720;720;;
6671;1609459200;1709251199;"22950.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3831;1546300800;1605657599;"22951.2";484;;;2;"01:00";"23:59";720;720;;
3830;1605657600;4070908800;"22951.2";1671;463;1;1;"01:00";"23:59";720;720;1029213;"1,2,3"
4876;1635724800;4070908800;"22952.1";463;;1;2;;;;720;;"1,2,3"
4877;1546300800;1635724799;"22952.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4986;1546300800;1609459199;"22953.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4985;1609459200;4070908800;"22953.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
4231;1546300800;1609459199;"22954.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4230;1609459200;4070908800;"22954.2";1831;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4379;1546300800;1609459199;"22955.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4378;1609459200;4070908800;"22955.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3735;1546300800;1609459199;"22956.2";484;;;2;"01:00";"23:59";720;720;;
6651;1609459200;1709251199;"22956.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6650;1709251200;4070908800;"22956.2";2691;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6123;1609113600;4070908800;"22957.1";463;;1;2;;;;720;1030326;"1,2,3"
4751;1546300800;1609113599;"22957.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4695;1546300800;1609459199;"22958.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4694;1609459200;4070908800;"22958.2";2133;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
3963;1546300800;1609459199;"22959.2";484;;;2;"01:00";"23:59";720;720;;
3962;1609459200;4070908800;"22959.2";1731;463;1;1;"01:00";"23:59";720;720;1029356;"1,2,3"
1357;1546300800;4070908800;"22960.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
1895;1546300800;1559347199;"22961.2";484;;;1;"01:00";"23:59";720;720;;
1894;1559347200;4070908800;"22961.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3077;1577836800;1585699199;"22962.1";484;;0;2;;;;720;;"1,2,3"
3174;1585699200;1598918399;"22962.1";1308;863;0;2;;;;720;;"1,2,3"
2546;1546300800;1577836799;"22962.2";484;;;1;"01:00";"23:59";720;720;;
4613;1598918400;1627487045;"22962.2";1308;863;1;1;"00:00";"23:59";120;720;;"1,2,3"
4612;1627487046;1627516799;"22962.2";1308;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
6051;1627516800;1685404799;"22962.2";1308;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
6251;1685404800;1693785599;"22962.2";1308;863;1;1;"00:00";"23:59";360;720;;"1,2,3"
6794;1693785600;1712793600;"22962.2";1308;863;1;1;"00:00";"23:59";360;360;;"1,2,3"
6797;1712793601;1712793601;"22962.2";1308;863;1;1;"00:00";"23:59";360;360;;"1,2,3"
6802;1712793602;4070908800;"22962.2";1308;863;1;1;"00:00";"23:59";360;360;;"1,2,3"
4881;1546300800;1612137599;"22963.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4880;1612137600;4070908800;"22963.2";2214;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
1361;1546300800;4070908800;"22964.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
3156;1546300800;1583020799;"22965.2";484;;;1;"01:00";"23:59";720;720;;
3211;1583020800;1598918399;"22965.2";1348;863;0;2;;;;720;;"1,2,3"
3210;1598918400;4070908800;"22965.2";1348;863;1;1;"00:00";"23:59";720;720;;"1,2,3"
4628;1546300800;1609459199;"22966.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5865;1609459200;1685577599;"22966.2";2079;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
5864;1685577600;4070908800;"22966.2";1834;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4363;1546300800;1609459199;"22967.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4362;1609459200;4070908800;"22967.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3937;1546300800;1609459199;"22968.2";484;;;2;"01:00";"23:59";720;720;;
3936;1609459200;4070908800;"22968.2";1718;463;1;1;"01:00";"23:59";720;720;1029325;"1,2,3"
3469;1546300800;1609459199;"22969.2";484;;;2;"01:00";"23:59";720;720;;
3604;1609459200;1613692799;"22969.2";463;;0;2;"01:00";"23:59";720;720;1028748;"1,2,3"
3607;1613692800;1614556799;"22969.2";463;;0;2;"01:00";"23:59";720;720;1029069;"1,2,3"
3605;1614556800;4070908800;"22969.2";1650;463;1;1;"01:00";"23:59";720;720;1029067;"1,2,3"
5022;1546300800;1609459199;"22970.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5021;1609459200;4070908800;"22970.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
3699;1546300800;1609459199;"22971.2";484;;;2;"01:00";"23:59";720;720;;
6918;1609459200;1714521599;"22971.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6917;1714521600;4070908800;"22971.2";2871;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4377;1546300800;1609459199;"22972.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4376;1609459200;4070908800;"22972.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
6626;1657843200;4070908800;"22973.1";483;;1;2;;;;;;"1,2,3"
2128;1546300800;1583020799;"22973.2";484;;;1;"01:00";"23:59";720;720;;
5579;1583020800;1657843199;"22973.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4288;1609459200;4070908800;"22974.1";1794;483;1;2;;;;;;"1,2,3"
4135;1546300800;1609459199;"22974.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4160;1609459200;4070908800;"22974.2";1794;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3986;1546300800;1609459199;"22975.2";484;;;2;"01:00";"23:59";720;720;;
3985;1609459200;4070908800;"22975.2";1736;463;1;1;"01:00";"23:59";720;720;1029370;"1,2,3"
3781;1546300800;1609459199;"22976.2";484;;;2;"01:00";"23:59";720;720;;
3780;1609459200;4070908800;"22976.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6602;1546300800;4070908800;"22977.2";463;;1;2;"01:00";"23:59";720;720;;"1,2,3"
3639;1546300800;1609459199;"22978.2";484;;;2;"01:00";"23:59";720;720;;
3638;1609459200;4070908800;"22978.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2384;1546300800;1580515199;"22979.2";484;;;1;"01:00";"23:59";720;720;;
2383;1580515200;4070908800;"22979.2";1023;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3933;1546300800;1609459199;"22980.2";484;;;2;"01:00";"23:59";720;720;;
3932;1609459200;4070908800;"22980.2";1717;483;1;1;"01:00";"23:59";720;720;1029323;"1,2,3"
4465;1546300800;1609459199;"22981.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4464;1609459200;4070908800;"22981.2";1958;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
6615;1657843200;4070908800;"22982.1";483;;1;2;;;;720;;"1,2,3"
2120;1546300800;1583020799;"22982.2";484;;;1;"01:00";"23:59";720;720;;
5571;1583020800;1657843199;"22982.2";485;;1;1;"01:00";"23:59";720;720;;"1,2,3"
2981;1546300800;1585699199;"22983.2";484;;;1;"01:00";"23:59";720;720;;
2980;1585699200;4070908800;"22983.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2276;1546300800;1577836799;"22984.2";484;;;1;"01:00";"23:59";720;720;;
2275;1577836800;4070908800;"22984.2";947;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
1913;1546300800;1559347199;"22985.2";484;;;1;"01:00";"23:59";720;720;;
1912;1559347200;4070908800;"22985.2";443;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
3974;1546300800;1609459199;"22986.2";484;;;2;"01:00";"23:59";720;720;;
3973;1609459200;4070908800;"22986.2";1734;463;1;1;"01:00";"23:59";720;720;1029362;"1,2,3"
4671;1546300800;1609459199;"22987.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4670;1609459200;4070908800;"22987.2";2111;483;1;1;"00:00";"23:59";720;720;;"1,2,3"
4385;1546300800;1609459199;"22988.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4384;1609459200;4070908800;"22988.2";1895;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
1874;1546300800;1570492799;"22989.2";484;;;1;"01:00";"23:59";720;720;;
1873;1570492800;4070908800;"22989.2";543;463;1;1;"00:00";"23:59";720;720;;"1,2,3"
2484;1546300800;1590969599;"22990.2";484;;;1;"01:00";"23:59";720;720;;
3647;1590969600;1609459199;"22990.2";483;;0;2;"01:00";"23:59";720;720;;
3646;1609459200;4070908800;"22990.2";483;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4409;1546300800;1609459199;"22991.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4408;1609459200;4070908800;"22991.2";1923;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4463;1546300800;1609459199;"22992.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4462;1609459200;4070908800;"22992.2";1957;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
4168;1546300800;1609459199;"22993.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4167;1609459200;4070908800;"22993.2";1797;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
4411;1546300800;1609459199;"22994.2";484;;;2;"01:00";"23:59";720;720;;"1,2,3"
4410;1609459200;4070908800;"22994.2";1924;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
2544;1546300800;1593561599;"22995.2";484;;;1;"01:00";"23:59";720;720;;
3366;1593561600;4070908800;"22995.2";1436;463;1;1;"01:00";"23:59";720;720;1028544;"1,2,3"
5530;1651363200;4070908800;"22996.1";2351;;1;2;;;;;;"1,2,3"
5371;1546300800;1646092799;"22996.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
5370;1646092800;4070908800;"22996.2";2351;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
5014;1546300800;1609459199;"22997.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
5013;1609459200;4070908800;"22997.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
6531;1546300800;1703030399;"22998.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6534;1703030400;1704067199;"22998.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
6533;1704067200;4070908800;"22998.2";2651;463;1;1;"01:00";"23:59";720;720;;"1,2,3"
3000;1546300800;1585699199;"22999.2";484;;;1;"01:00";"23:59";720;720;;
2999;1585699200;4070908800;"22999.2";1307;483;1;1;"01:00";"23:59";720;720;;"1,2,3"
3741;1546300800;1609459199;"23000.2";484;;;2;"01:00";"23:59";720;720;;
3740;1609459200;4070908800;"23000.2";463;;1;1;"01:00";"23:59";720;720;;"1,2,3"
4988;1546300800;1609459199;"23001.2";484;;1;2;"01:00";"23:59";720;720;;"1,2,3"
4987;1609459200;4070908800;"23001.2";463;;1;1;"00:00";"23:59";720;720;;"1,2,3"
